timestamp,src_ip,dst_ip,protocol,length,flags,sport,dport
1745214449.292256,8.8.8.8,10.30.247.143,17,70,0,443,59709
1745214449.2932549,8.8.8.8,10.30.247.143,17,572,0,443,59709
1745214449.2941608,8.8.8.8,10.30.247.143,17,65,0,443,59709
1745214449.294778,8.8.8.8,10.30.247.143,17,572,0,443,59709
1745214449.295875,8.8.8.8,10.30.247.143,17,65,0,443,59709
1745214449.296433,10.30.247.143,8.8.8.8,17,77,0,59709,443
1745214449.296889,10.30.247.143,8.8.8.8,17,77,0,59709,443
1745214449.2972732,10.30.247.143,52.123.129.14,6,78,S,51023,443
1745214449.301321,8.8.8.8,10.30.247.143,17,65,0,443,59709
1745214449.3033679,52.123.129.14,10.30.247.143,6,66,SA,443,51023
1745214449.3036811,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.304044,10.30.247.143,52.123.129.14,6,1436,A,51023,443
1745214449.304399,10.30.247.143,52.123.129.14,6,916,PA,51023,443
1745214449.315009,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.31571,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.31621,52.123.129.14,10.30.247.143,6,153,PA,443,51023
1745214449.316588,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.317023,10.30.247.143,52.123.129.14,6,1144,PA,51023,443
1745214449.322103,10.30.247.143,8.8.8.8,17,74,0,59709,443
1745214449.326951,8.8.8.8,10.30.247.143,17,65,0,443,59709
1745214449.327507,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.3281422,10.30.247.143,8.8.8.8,17,76,0,59709,443
1745214449.3329039,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214449.333667,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214449.3344362,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214449.335233,52.123.129.14,10.30.247.143,6,575,PA,443,51023
1745214449.335875,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214449.3363829,10.30.247.143,52.123.129.14,6,66,A,51023,443
1745214449.336832,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.3372748,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.339273,10.30.247.143,52.123.129.14,6,128,PA,51023,443
1745214449.3399239,10.30.247.143,52.123.129.14,6,146,PA,51023,443
1745214449.340464,10.30.247.143,52.123.129.14,6,1436,A,51023,443
1745214449.341017,10.30.247.143,52.123.129.14,6,1436,A,51023,443
1745214449.341546,10.30.247.143,52.123.129.14,6,392,PA,51023,443
1745214449.348237,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.348703,52.123.129.14,10.30.247.143,6,513,PA,443,51023
1745214449.349508,52.123.129.14,10.30.247.143,6,116,PA,443,51023
1745214449.3499389,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.3504121,10.30.247.143,52.123.129.14,6,85,PA,51023,443
1745214449.35086,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.351259,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.351635,52.123.129.14,10.30.247.143,6,85,PA,443,51023
1745214449.351918,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.360171,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.695793,142.250.192.133,10.30.247.143,6,1321,PA,443,51022
1745214449.6966,142.250.192.133,10.30.247.143,6,216,PA,443,51022
1745214449.697579,142.250.192.133,10.30.247.143,6,115,PA,443,51022
1745214449.698174,142.250.192.133,10.30.247.143,6,105,PA,443,51022
1745214449.698737,142.250.192.133,10.30.247.143,6,105,PA,443,51022
1745214449.69931,52.123.129.14,10.30.247.143,6,364,PA,443,51023
1745214449.699842,52.123.129.14,10.30.247.143,6,550,PA,443,51023
1745214449.700298,52.123.129.14,10.30.247.143,6,606,PA,443,51023
1745214449.7008262,52.123.129.14,10.30.247.143,6,429,PA,443,51023
1745214449.7013,52.123.129.14,10.30.247.143,6,507,PA,443,51023
1745214449.701788,52.123.129.14,10.30.247.143,6,419,PA,443,51023
1745214449.702167,52.123.129.14,10.30.247.143,6,313,PA,443,51023
1745214449.7027252,52.123.129.14,10.30.247.143,6,461,PA,443,51023
1745214449.70316,52.123.129.14,10.30.247.143,6,563,PA,443,51023
1745214449.7036831,52.123.129.14,10.30.247.143,6,95,PA,443,51023
1745214449.704046,52.123.129.14,10.30.247.143,6,85,PA,443,51023
1745214449.704443,10.30.247.143,142.250.192.133,6,66,A,51022,443
1745214449.704651,10.30.247.143,142.250.192.133,6,78,A,51022,443
1745214449.704841,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.705024,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214449.705267,10.30.247.143,142.250.192.133,6,105,PA,51022,443
1745214449.714669,142.250.192.133,10.30.247.143,6,66,A,443,51022
1745214449.775157,10.30.247.143,52.123.129.14,6,1436,A,51023,443
1745214449.7755818,10.30.247.143,52.123.129.14,6,843,PA,51023,443
1745214449.785286,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214449.785695,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214450.1051981,52.123.129.14,10.30.247.143,6,353,PA,443,51023
1745214450.1056159,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214450.106008,52.123.129.14,10.30.247.143,6,648,PA,443,51023
1745214450.106385,52.123.129.14,10.30.247.143,6,85,PA,443,51023
1745214450.10669,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214450.136439,10.30.247.143,52.123.129.14,6,146,PA,51023,443
1745214450.146205,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214450.5150132,52.123.129.14,10.30.247.143,6,292,PA,443,51023
1745214450.515859,52.123.129.14,10.30.247.143,6,1436,A,443,51023
1745214450.516675,52.123.129.14,10.30.247.143,6,992,PA,443,51023
1745214450.5174809,52.123.129.14,10.30.247.143,6,85,PA,443,51023
1745214450.5180721,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214451.217067,10.30.247.143,142.250.183.106,17,71,0,57909,443
1745214451.2362509,142.250.183.106,10.30.247.143,17,67,0,443,57909
1745214453.0533068,10.30.247.143,142.250.192.133,6,66,FA,51022,443
1745214453.0538182,10.30.247.143,52.123.129.14,6,54,FA,51023,443
1745214453.06715,52.123.129.14,10.30.247.143,6,56,A,443,51023
1745214453.067883,52.123.129.14,10.30.247.143,6,56,FA,443,51023
1745214453.068552,10.30.247.143,52.123.129.14,6,54,A,51023,443
1745214453.068943,142.250.192.133,10.30.247.143,6,66,FA,443,51022
1745214453.069294,10.30.247.143,142.250.192.133,6,66,A,51022,443
1745214457.6407108,10.30.247.143,142.250.183.106,17,71,0,57909,443
1745214457.6623292,142.250.183.106,10.30.247.143,17,67,0,443,57909
1745214457.952662,10.30.247.143,35.174.127.31,6,305,PA,49396,443
1745214457.978019,10.30.247.143,52.123.164.67,6,116,PA,50309,443
1745214457.9933949,52.123.164.67,10.30.247.143,6,105,PA,443,50309
1745214457.994455,10.30.247.143,52.123.164.67,6,66,A,50309,443
1745214458.1596959,35.174.127.31,10.30.247.143,6,328,PA,443,49396
1745214458.16047,10.30.247.143,35.174.127.31,6,66,A,49396,443
1745214460.571039,10.30.247.143,13.248.151.210,6,54,A,49638,443
1745214460.64841,13.248.151.210,10.30.247.143,6,66,A,443,49638
1745214460.662865,151.101.65.91,10.30.247.143,6,105,PA,443,51019
1745214460.6635242,10.30.247.143,151.101.65.91,6,66,A,51019,443
1745214460.665086,10.30.247.143,151.101.65.91,6,101,PA,51019,443
1745214460.666118,10.30.247.143,151.101.65.91,6,101,PA,51019,443
1745214460.699935,151.101.65.91,10.30.247.143,6,66,A,443,51019
1745214460.7053409,151.101.65.91,10.30.247.143,6,66,A,443,51019
1745214460.961696,10.30.247.143,52.123.160.113,6,116,PA,50640,443
1745214460.964268,10.30.247.143,52.123.171.36,6,116,PA,50943,443
1745214460.991337,142.250.182.234,10.30.247.143,17,80,0,443,57000
1745214460.991817,142.250.182.234,10.30.247.143,17,77,0,443,57000
1745214460.992224,142.250.182.234,10.30.247.143,17,90,0,443,57000
1745214460.992643,142.250.182.234,10.30.247.143,17,153,0,443,57000
